subjectid$id	week sample obtained$clinical	m__hmdb00014$metabolite	m__hmdb00020$metabolite	m__hmdb00030$metabolite	m__hmdb00043$metabolite	m__hmdb00056$metabolite	m__hmdb00089$metabolite	m__hmdb00097$metabolite	m__hmdb00195$metabolite	m__hmdb00209$metabolite	m__hmdb00239$metabolite	m__hmdb00251$metabolite	m__hmdb00289$metabolite	m__hmdb00296$metabolite	m__hmdb00619$metabolite	m__hmdb00630$metabolite	m__hmdb00764$metabolite	m__hmdb01149$metabolite	m__hmdb01257$metabolite	m__hmdb02322$metabolite	s__subdoligranulum_unclassified$taxa	s__bacteroides_eggerthii$taxa	s__odoribacter_splanchnicus$taxa	s__bacteroides_fragilis$taxa	s__ruminococcus_bromii$taxa	s__eubacterium_eligens$taxa	s__eubacterium_siraeum$taxa	s__roseburia_inulinivorans$taxa	s__bacteroides_massiliensis$taxa	s__parabacteroides_distasonis$taxa	s__peptostreptococcaceae_noname_unclassified$taxa	s__akkermansia_muciniphila$taxa	s__lachnospiraceae_bacterium_5_1_63faa$taxa	s__clostridium_hathewayi$taxa	s__lachnospiraceae_bacterium_1_1_57faa$taxa	s__streptococcus_thermophilus$taxa	s__anaerostipes_hadrus$taxa	s__roseburia_intestinalis$taxa	s__ruminococcus_torques$taxa	s__alistipes_shahii$taxa	s__bacteroides_cellulosilyticus$taxa	s__ruminococcus_gnavus$taxa	s__clostridium_symbiosum$taxa	s__ruminococcus_lactaris$taxa	s__bacteroides_dorei$taxa	s__eubacterium_hallii$taxa	s__veillonella_dispar$taxa	s__bacteroides_finegoldii$taxa	s__bacteroides_thetaiotaomicron$taxa	s__parabacteroides_merdae$taxa	s__coprococcus_catus$taxa	s__clostridiales_bacterium_1_7_47faa$taxa	s__anaerotruncus_colihominis$taxa	s__bacteroides_vulgatus$taxa	s__ruminococcus_obeum$taxa	s__bifidobacterium_longum$taxa	s__dorea_formicigenerans$taxa	s__clostridium_bolteae$taxa	s__streptococcus_parasanguinis$taxa	s__c2likevirus_unclassified$taxa	s__bacteroides_xylanisolvens$taxa	s__faecalibacterium_prausnitzii$taxa	s__bacteroides_uniformis$taxa	s__bacteroides_faecis$taxa	s__clostridium_citroniae$taxa	s__veillonella_unclassified$taxa	s__escherichia_coli$taxa	s__clostridium_clostridioforme$taxa	s__bacteroides_stercoris$taxa	s__parabacteroides_unclassified$taxa	s__alistipes_onderdonkii$taxa	s__eubacterium_rectale$taxa	s__oscillibacter_unclassified$taxa	s__eubacterium_ventriosum$taxa	s__prevotella_copri$taxa	s__bacteroides_caccae$taxa	s__bacteroides_ovatus$taxa	s__sutterella_wadsworthensis$taxa	s__haemophilus_parainfluenzae$taxa	s__alistipes_putredinis$taxa	s__clostridium_asparagiforme$taxa	s__barnesiella_intestinihominis$taxa	s__alistipes_finegoldii$taxa	s__dialister_invisus$taxa	s__klebsiella_pneumoniae$taxa
47	20	0.00323997	0.000164606	0	6.72E-05	0.001829343	0.018751387	0.011278338	0.001111715	0.000476282	0.044627819	0	0.076573774	0.002074319	0.004753969	0.000175193	0.000668863	0.003904268	0.26376402	0.333644776	0.00990244	1.76E-06	0	0	0	0.005412972	0	0.000762883	0.001114351	0.001204184	4.88E-05	0	0.000408517	0.000207605	0.001268862	0.001233184	0.000474495	0.083013628	0.002919267	1.57E-05	0	0.001102982	0.000387897	0.000521054	1.96E-08	0.00069786	0.000922309	0	7.89E-06	0.000312227	0	0.000100215	5.20E-05	0.000178216	0.00010769	0.024106963	0	0.004290799	0.002619762	0	0.003518597	0.652495526	0	0	1.67E-05	0.009873018	0.013434195	2.39E-05	0.002408567	0.00146662	7.39E-05	0	0.000331257	0	0	4.21E-06	0.000622668	0.070717879	0.011298977	0	0	0	7.96E-06	0.001257053	0.000652878
47	21	0.003288503	0.000154498	0.001610907	8.44E-05	0.001185928	0.018242986	0.010945012	0.001019786	0.000477117	0.039247422	0	0.088171102	0.001946689	0.004432485	0.000171603	0.000674354	0.003590284	0.265104012	0.282442708	0.009684025	1.66E-06	0	0	0	0.004786468	0	0.00596132	0.000955335	0.001306694	4.49E-05	0	0.000394807	0.000190079	0.001192582	0.001084135	0.00045581	0.089447886	0.002706308	1.35E-05	0	0.000973863	0.000297928	0.000437284	3.75E-07	0.000766357	0.000862307	0	8.54E-06	0.000965453	0	9.16E-05	5.46E-05	0.000162449	0.000138222	0.010881662	0	0.003870228	0.002352254	0.012874728	0.002977361	0.646381464	0.000479451	0	1.37E-05	0.010360616	0	1.98E-05	0.002081451	0.001549799	6.33E-05	0.007929117	0.000380258	0	0	4.00E-06	0.000524359	0.028154125	0.009822805	0	0	0	6.83E-06	0.000812539	0.000627746
47	22	0.003333419	0.000144171	0.004532065	0.000113604	0.000624534	0.017695733	0.010601794	0.000921882	0.000477066	0.034285371	0	0.100106584	0.001813185	0.00411256	0.000167748	0.00067777	0.003272625	0.272487415	0.231054521	0.009918102	1.77E-06	0	0.072709019	0	0.004799876	0	0.009901282	0.000911868	0.001328589	4.72E-05	0	0.000432677	0.000197744	0.001263994	0.001065579	0.000495922	0.074701833	0.002839915	1.29E-05	0	0.000964279	0.000250493	0.0004085	8.13E-07	0.000939901	0.000917113	0	1.04E-05	0.002029608	0	9.45E-05	6.49E-05	0.000166749	0.000190301	0.002485647	0	0.003931693	0.002372136	0.011097335	0.002801411	0.519101969	0.001518144	0	1.24E-05	0.012033766	0	1.81E-05	0.002005864	0.0015582	6.04E-05	0.018363745	0.000507202	0	0	4.30E-06	0.000491478	0.02254703	0.009422697	0	0	0	6.52E-06	0	0.000683992
47	23	0.003371734	0.000133622	0.007768075	0.000154131	0.000171839	0.017100979	0.0102394	0.000818248	0.000475736	0.029707507	0.000126511	0.112176113	0.001674241	0.003794802	0.000163539	0.000678527	0.002956268	0.284471924	0.179919952	0.008835616	1.74E-06	0	0.388089293	0	0.004475424	0	0.010044197	0.000791145	0.001057254	4.65E-05	0	0.000441096	0.000191738	0.001239537	0.000958189	0.000501465	0.03216677	0.002768294	1.11E-05	0	0.000876898	0.000185606	0.000346449	1.25E-06	0.001058878	0.000910017	0	1.17E-05	0.003337298	0	9.03E-05	7.17E-05	0.000158055	0.000234703	0	0	0.003687991	0.002202575	0.004729047	0.002390278	0.288964548	0.002014539	0	1.01E-05	0.012702704	0.003443127	1.50E-05	0.001761347	0.001246349	5.24E-05	0.017744353	0.000632721	2.58E-06	0	4.29E-06	0.000418224	0.043460015	0.008182902	0	0	0	5.65E-06	0	0.000692824
47	24	0.003397456	0.000122795	0.011241821	0.000204867	0	0.016438997	0.00984168	0.000709	0.000472347	0.025476109	0.000274361	0.124016906	0.001529675	0.003478412	0.000158768	0.000675473	0.002645716	0.299241322	0.129611461	0.007200923	1.65E-06	0	0.648395183	0.00112273	0.004064649	0	0.011250295	0.000649169	0.000632647	4.50E-05	4.82E-05	0.000438498	0.000181641	0.001179094	0.000823347	0.000494161	0.013840468	0.002628869	9.15E-06	0	0.00076598	0.000122228	0.000277087	1.66E-06	0.00115088	0.000882914	0	1.26E-05	0.004885426	0	8.38E-05	7.70E-05	0.000144946	0.000274618	0	0	0.003345785	0.001972142	0	0.001920718	0.123674967	0.00154723	0	7.71E-06	0.012766828	0.005007187	1.15E-05	0.001468497	0.000785879	4.30E-05	0.013486968	0.00076597	8.16E-06	0	4.17E-06	0.000335692	0.067217333	0.006748964	0	0	0	4.64E-06	0	0.000683868
47	25	0.003407894	0.000111831	0.014860786	0.000264476	0	0.015711476	0.009405004	0.000595751	0.000466622	0.021602462	0.000433871	0.135309484	0.001381903	0.003168294	0.000153428	0.000668172	0.00235052	0.31508529	0.081181059	0.005490989	1.56E-06	0	0.617386416	0.002914319	0.003673041	0	0.019749529	0.000508598	0.000153909	4.37E-05	0.006463444	0.000434549	0.000171866	0.001112215	0.000687355	0.00048528	0.051159544	0.002487619	7.16E-06	0	0.000654911	6.59E-05	0.000210316	2.05E-06	0.001235463	0.000856064	0	1.36E-05	0.006732887	0	7.70E-05	8.23E-05	0.000131376	0.000313647	0	0	0.002998022	0.001738659	0	0.001461956	0.108865419	0	0	5.39E-06	0.012459794	0.005415835	8.20E-06	0.00117698	0.000298008	3.37E-05	0.01792332	0.000915669	1.39E-05	0	4.03E-06	0.000255875	0.072337376	0.005424088	0	0	0	3.63E-06	0.001296636	0.000672458
47	26	0.003400242	0.00010091	0.018514057	0.000331232	0	0.014922488	0.00892692	0.000480558	0.000458302	0.018103149	0.000600679	0.145685924	0.001233877	0.002870258	0.000147524	0.000656219	0.002081247	0.330123205	0.03584496	0.004100475	1.51E-06	0	0.445890062	0.004764339	0.00342532	0	0.042760342	0.000385894	0	4.41E-05	0.016575905	0.000445692	0.000168629	0.001080039	0.000573816	0.000493202	0.087860227	0.002436881	5.43E-06	0	0.000566383	1.72E-05	0.000152515	2.52E-06	0.001361461	0.000861006	0	1.49E-05	0.009229842	0	7.29E-05	9.10E-05	0.000122076	0.000364601	0	0	0.002751204	0.001564535	0	0.001059522	0.177515968	0	0	3.34E-06	0.012200747	0.006138663	5.26E-06	0.000925673	0	2.56E-05	0.043911263	0.001120468	2.06E-05	0	4.03E-06	0.000186636	0.067688723	0.004460569	0	0	0	2.76E-06	0.014281099	0.000683882
47	27	0.003367506	9.01E-05	0.022045161	0.000402461	7.86E-05	0.014061324	0.008396059	0.000365473	0.000446599	0.014979016	0.000768576	0.154545161	0.001087692	0.00258761	0.000140906	0.000638472	0.001846781	0.342136882	0	0.002975433	1.44E-06	0	0.285277335	0.006468606	0.003173138	0	0.080580238	0.000259239	0	4.45E-05	0.029703031	0.000455539	0.000165204	0.001039464	0.000454435	0.000499646	0.065537375	0.002381446	3.65E-06	0	0.000473695	0	9.43E-05	2.99E-06	0.001484164	0.000864749	0	1.63E-05	0.012263424	0	6.82E-05	0.000100163	0.000111843	0.000416622	0	0	0.002485406	0.001380975	0.002778428	0.000649297	0.240501292	0	0	1.30E-06	0.011474231	0.00660407	2.30E-06	0.000664763	0	1.72E-05	0.095994347	0.001351283	2.78E-05	0	4.01E-06	0.000116696	0.060935351	0.003695971	0	0	0	1.85E-06	0.036387782	0.000692589
47	28	0.003295233	7.95E-05	0.02520505	0.000473515	0.000630724	0.013093244	0.0077871	0.000252901	0.000429823	0.012214985	0.000927458	0.160838588	0.000944261	0.002319763	0.000133158	0.000612542	0.001652938	0.348856296	0	0.002137454	1.35E-06	0	0.167488375	0.007940913	0.002915714	0	0.106813832	0.000130404	0	4.48E-05	0.038970312	0.000461428	0.000160722	0.000985837	0.000329886	0.000501916	0.028014837	0.002311133	1.83E-06	0	0.000376669	0	3.66E-05	3.44E-06	0.001592651	0.000862293	0	1.75E-05	0.015889065	0	6.29E-05	0.000109174	0.000100322	0.000466404	0.001031065	0	0.002193271	0.001186267	0.010603883	0.000237757	0.284502487	0.00476386	0	0	0.010321009	0.006713519	0	0.000397199	0	8.61E-06	0.143512164	0.001598309	3.53E-05	0	3.94E-06	4.71E-05	0.054003623	0.003127766	0	0	0	9.28E-07	0.054718491	0.000694583
47	29	0.003170402	6.91E-05	0.027692293	0.000538197	0.001432182	0.011998916	0.007085324	0.000147008	0.000406598	0.009821132	0.001064277	0.163442757	0.000806384	0.002068828	0.000123989	0.00057657	0.001505872	0.348180216	0	0.001580401	1.25E-06	0	0.088725838	0.009162888	0.002679951	0	0.096934702	4.17E-06	0	4.47E-05	0.037930586	0.000463792	0.000155483	0.000922294	0.00020521	0.000500754	0.032346295	0.002232832	5.01E-08	0	0.000279331	0	0	3.85E-06	0.001685277	0.000854589	0	1.85E-05	0.020227428	0	5.69E-05	0.000118022	8.80E-05	0.000513033	0.001831464	0	0.001887468	0.000990153	0.017901611	0	0.318599498	0.0408848	0	0	0.008920671	0.006506364	0	0.000133089	0	2.36E-07	0.155264048	0.001858272	4.29E-05	0	3.85E-06	0	0.047213697	0.002758836	0	0	0	2.54E-08	0.05644919	0.000690648
47	30	0.003056474	6.06E-05	0.029903849	0.000603574	0.002500188	0.011041355	0.00644373	5.45E-05	0.000385308	0.008006837	0.001192799	0.165277403	0.000694696	0.001883038	0.000116038	0.000542576	0.001443301	0.346564167	0	0.001284534	1.14E-06	0	0.043036757	0.010140974	0.002493792	0	0.065314442	0	0	4.46E-05	0.028813756	0.000463619	0.00014992	0.000852801	8.50E-05	0.000497473	0.065965709	0.002155348	0	0	0.000185448	0	0	4.22E-06	0.001762958	0.000843477	0	1.94E-05	0.025426414	0	5.08E-05	0.000126854	7.56E-05	0.000556424	0.002334929	0	0.001581158	0.000802312	0.021596982	0	0.358366805	0.083335437	0	0	0.007468368	0.006039686	0	0	0	0	0.14000316	0.002130645	5.06E-05	0	3.73E-06	0	0.040886211	0.002584308	0	0	0	0	0.045062081	0.00068237
47	31	0.002952939	5.40E-05	0.031815782	0.000669173	0.003855382	0.010217822	0.005856466	0	0.000365858	0.00671122	0.0013122	0.166308961	0.000609507	0.001762479	0.000109282	0.000510438	0.001469117	0.343934784	0	0.001208305	1.01E-06	0	0.02276176	0.010794056	0.00236038	0	0.036433554	0	0.000340619	4.39E-05	0.016044954	0.0004576	0.000143063	0.00077351	0	0.000488761	0.096717561	0.002067171	0	0	9.70E-05	0	0	4.50E-06	0.001810413	0.000822946	0	1.99E-05	0.031366465	0	4.42E-05	0.000134617	6.28E-05	0.000591321	0.002554403	0	0.001272763	0.000624715	0.018465144	0	0.417424385	0.10528211	0	0	0.006094443	0.005323494	0	0	0	0	0.116237056	0.002394251	5.78E-05	0	3.56E-06	0	0.034943823	0.002567843	0	0	0	0	0.028194706	0.000665041
47	32	0.002855968	4.94E-05	0.033361212	0.00073374	0.005517639	0.009516118	0.005312127	0	0.000347756	0.0058793	0.001419927	0.166289728	0.000550894	0.001706367	0.000103591	0.000479464	0.001586867	0.339789323	0	0.001301699	8.60E-07	0	0.019684792	0.011034056	0.002282848	0	0.035084077	0	0.001824139	4.23E-05	0.004514266	0.000442698	0.00013414	0.000682953	0	0.00047162	0.092132152	0.001958929	0	0	1.80E-05	0	0	4.64E-06	0.0018118	0.000787691	0	1.99E-05	0.037710599	0	3.72E-05	0.000140038	5.00E-05	0.000611673	0.002508887	0	0.000968893	0.000463506	0.005736717	0	0.506388184	0.080596542	0	0	0.004959289	0.004397257	0	0	0	0	0.103229888	0.002620005	6.38E-05	0	3.34E-06	0	0.029441895	0.002665168	0	0	0	0	0.014101167	0.00063461
47	33	0.002767892	4.67E-05	0.034533185	0.000797402	0.007519554	0.008947093	0.00481221	0	0.000331282	0.005480758	0.001515962	0.165294796	0.000520624	0.001718654	9.91E-05	0.000450029	0.001804581	0.33430367	0	0.001508457	7.05E-07	0	0.024861807	0.010864353	0.002273217	0	0.054319324	0	0.003851012	3.99E-05	0	0.000419453	0.000123503	0.000586349	0	0.000446787	0.045551989	0.001836216	0	0	0	0	0	4.64E-06	0.001765467	0.000738878	0	1.94E-05	0.044158217	0	3.01E-05	0.000142719	3.78E-05	0.000615723	0.002252169	0	0.000687497	0.000329262	0	0	0.583028842	0.042628991	0	0	0.004245817	0.003359764	0	0	0	0	0.103508436	0.002792149	6.82E-05	0	3.06E-06	0	0.024677512	0.002837017	0	0	0	0	0.008398284	0.000592378
47	34	0.002687532	4.60E-05	0.035280379	0.000859497	0.009895382	0.008511137	0.004351702	0	0.000316289	0.005486377	0.001598544	0.163177803	0.00052019	0.001802334	9.57E-05	0.000421892	0.002130237	0.327205971	0	0.001997488	6.24E-07	0	0.029214791	0.011685842	0.002641228	0	0.026404696	0	0.007164546	4.16E-05	0	0.000440411	0.000126364	0.000553791	0	0.000470408	0.018347089	0.001930016	0	0	0	0	0	5.07E-06	0.001894845	0.000768337	0	2.08E-05	0.047296937	0	2.64E-05	0.000161268	3.05E-05	0.000682703	0.002098339	0	0.000502263	0.00025954	0.012325737	0	0.533880421	0.115475965	0	0	0.004524762	0.002620473	0	0	0	0	0.085620269	0.003281462	8.00E-05	0	3.11E-06	0	0.023605834	0.003438498	0	0	0	0	0.008250916	0.000611934
